reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 3524600186026000014,108133305,Исполнение завершено,ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОКРУГА ГОРОД БОР НИЖЕГОРОДСКОЙ ОБЛАСТИ,3842091.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВЛАДИМИРСТРОЙСИТИ"" (ООО СЗ ""ВЛАДИМИРСТРОЙСИТИ"")",3301035080,524601001,,3301035080,
№ 3667128149525000015,103682042,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ДВИЖЕНИЯ""",78336700.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УГМК-ТЕЛЕКОМ"" (ООО ""УГМК-ТЕЛЕКОМ"")",6606022606,668601001,,6606022606,
№ 2772941553525000040,108749707,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА ""ТРОПАРЕВО""",29871.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕДКОЛОР"" (ООО ""ЛЕДКОЛОР"")",9715389938,771501001,,9715389938,
№ 3246004416026000003,108363722,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПРОГИМНАЗИЯ № 131 С ПРИОРИТЕТНЫМ ОСУЩЕСТВЛЕНИЕМ ИНТЕЛЛЕКТУАЛЬНО-ЭСТЕТИЧЕСКОГО РАЗВИТИЯ ВОСПИТАННИКОВ И ОБУЧАЮЩИХСЯ""",606477.41,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"" (АО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"")",7715995942,770701001,,7715995942,
№ 2622802006925000108,102802157,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""",65943.35,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСПЫТАТЕЛЬНАЯ ЛАБОРАТОРИЯ БИОСТАТУС"" (ООО ""ИЛ БИОСТАТУС"")",6685160074,667901001,,6685160074,
№ 3721800425324000038,108331024,Исполнение завершено,АДМИНИСТРАЦИЯ КАЗАНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТЮМЕНСКОЙ ОБЛАСТИ,147000.0,НЕСТЕРОВ ИЛЬЯ АЛЕКСАНДРОВИЧ,6627065324,,,662706532407,
№ 1591100036426000059,108377898,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 28 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",54709.37,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА ТРИЭР"" (ООО ""ФАБРИКА ТРИЭР"")",5027273607,772001001,,5027273607,
№ 3744200145125000005,109176582,Исполнение завершено,"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ КУНДРАВИНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ""",996560.04,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛЬСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ"" (ООО ""УРАЛЭНЕРГОСБЫТ"")",7453313477,745301001,,7453313477,
№ 1540814442426000012,108002420,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК""",299000.0,ГАСЫМОВ ГАДИР РАМИЗ ОГЛЫ,5426065089,,,542606508998,
№ 2772765679025000718,103406956,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",53943.01,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 2420534966426000056,106776591,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГЕНТСТВО ПО ЗАКУПКАМ В СФЕРЕ ЗДРАВООХРАНЕНИЯ""",552999.96,МОРОЗ ГРИГОРИЙ ДМИТРИЕВИЧ,7708700254,,,770870025435,
№ 3482401865226000007,108697994,Исполнение завершено,МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МНОГОПРОФИЛЬНЫЙ ЛИЦЕЙ ГОРОДА ЛИПЕЦКА,843881.72,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВКОМ"" (ООО ""ДВКОМ"")",5259135389,525901001,,5259135389,
№ 1591100036426000060,108378253,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 28 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",38653.52,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА ТРИЭР"" (ООО ""ФАБРИКА ТРИЭР"")",5027273607,772001001,,5027273607,
№ 3691500128025000158,106446490,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ТВЕРСКОЙ ОБЛАСТИ ""ТОРЖОКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",25350.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗДРАВСЕРВИС"" (ООО ""ЗДРАВСЕРВИС"")",7106040119,710701001,,7106040119,
№ 2461100207026000028,108147956,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУРСКАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ СВЯТОГО ВЕЛИКОМУЧЕНИКА И ЦЕЛИТЕЛЯ ПАНТЕЛЕИМОНА""",749506.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛНА"" (ООО ""ВОЛНА"")",6230114532,623001001,,6230114532,
№ 1773301215126000211,108874099,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",365606.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Б.БРАУН МЕДИКАЛ"" (ООО ""Б.БРАУН МЕДИКАЛ"")КПП крупнейшегоналогоплательщика:",7825465916,784001001,,7825465916,
№ 2602720197125000222,103408295,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКАЯ ОБЛАСТНАЯ ИНФЕКЦИОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",143000.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р-ФАРМ"" (АО ""Р-ФАРМ"")КПП крупнейшегоналогоплательщика:",7726311464,773401001,,7726311464,
№ 3731900229126000026,107921733,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СУРСКАЯ РАЙОННАЯ БОЛЬНИЦА""",44760.0,СЕМЕЛЕВА ОЛЬГА ИВАНОВНА,1307002264,,,130700226414,
№ 2632000712626000077,108939884,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №1 ИМ. В.А. ГРОЙСМАНА""",60000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИТОЛЮКС"" (ООО ""ФИТОЛЮКС"")",6315559717,631501001,,6315559717,
№ 2666600899826000012,108985862,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ ""СИНАРСКИЙ"" ГОРОДА КАМЕНСКА-УРАЛЬСКОГО""",69161.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОИН"" (ООО ""ВОИН"")",6671132574,667101001,,6671132574,
№ 2772765679025001736,102133198,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",53943.01,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 1773301215126000174,108603107,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",41080.1,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИГАРД"" (ООО ""МЕДИГАРД"")",9728094160,772801001,,9728094160,
№ 2244300646026000004,107216579,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЧИНСКИЙ КОЛЛЕДЖ ОТРАСЛЕВЫХ ТЕХНОЛОГИЙ И БИЗНЕСА""",31136.0,Спирина Тамара Бердимуратовна,2439013041,,,243901304113,
№ 3391600284421000006,67561151,Исполнение завершено,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГВАРДЕЙСКИЙ ГОРОДСКОЙ ОКРУГ""",88497.34,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛИНИНГРАДГАЗИФИКАЦИЯ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛИНИНГРАДГАЗИФИКАЦИЯ"")Код по ОКПО:03269145Дата постановки на учет:20.01.2010",3906214945,390601001,,3906214945,
№ 2772765679025001644,102936507,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",53943.01,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 1591100036426000058,108377076,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 28 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",64455.01,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА ТРИЭР"" (ООО ""ФАБРИКА ТРИЭР"")",5027273607,772001001,,5027273607,
№ 2772009352325002477,106753466,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",1449999.0,МОИСЕЕНКОВА ИРИНА ЛЕОНИДОВНА,7724349327,,,772434932740,
№ 2780101444926000007,106638047,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 2""",43240.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРОНА ДЕНТАЛ"" (ООО ""КД"")",7839505485,781601001,,7839505485,
№ 3680000667625000025,107972085,Исполнение завершено,АДМИНИСТРАЦИЯ ТОКАРЁВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТАМБОВСКОЙ ОБЛАСТИ,9094543.07,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРОЖНО-РЕМОНТНО-СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ"" (ООО ""ДРСП"")",6821170540,682101001,,6821170540,
№ 2770503923225000132,99531905,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",15700000.0,НОВИКОВ ВЛАДИМИР НИКОЛАЕВИЧ,6731042091,,,673104209123,
№ 2772765679024001397,99127260,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",51535.92,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 2772765679025001488,99472258,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ""",53943.01,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ"" (АО ""ОЭК"")",7720522853,770501001,,7720522853,
№ 1773301215126000192,108792773,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",579828.55,ЛАРИОНОВ АНДРЕЙ ВИКТОРОВИЧ,5401050358,,,540105035881,
№ 1720415236426000076,108640120,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г.ТЮМЕНЬ)",238751.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОТЕКФАРМ"" (ООО ""БИОТЕКФАРМ"")",7734344897,773401001,,7734344897,
№ 1591100036426000056,108373723,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 28 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",52377.97,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА ТРИЭР"" (ООО ""ФАБРИКА ТРИЭР"")",5027273607,772001001,,5027273607,
№ 2644400376626000057,108648351,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САРАТОВСКОЙ ОБЛАСТИ ""ПЕТРОВСКАЯ РАЙОННАЯ БОЛЬНИЦА""",496960.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФИФАРМ"" (ООО ""ПРОФИФАРМ"")",6451425575,645101001,,6451425575,
№ 2890100486225001219,103446645,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САЛЕХАРДСКАЯ ОКРУЖНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",59000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДТОРГСНАБ"" (ООО ""МЕДТОРГСНАБ"")",5720022381,575101001,,5720022381,
№ 2434539307826000054,107701341,Исполнение завершено,"КИРОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КЛИНИЧЕСКОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ПСИХИАТРИИ И ПСИХИЧЕСКОГО ЗДОРОВЬЯ ИМ. АКАДЕМИКА В.М. БЕХТЕРЕВА""",112526.55,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА"" (ООО ""ОМЕГА"")",4345257950,434501001,,4345257950,
№ 2632000552025000790,109094013,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 5""",2331748.67,"МУМИНОВ ШАХРИЁР НАВРУЗОВИЧ (MUMINOV SHAHRIYOR )Является филиалом/представительством, включенным в РАФП(Код в стране регистрации",6382081209,,,638208120995(,
№ 3524600186026000013,108133204,Исполнение завершено,ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОКРУГА ГОРОД БОР НИЖЕГОРОДСКОЙ ОБЛАСТИ,3842091.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВЛАДИМИРСТРОЙСИТИ"" (ООО СЗ ""ВЛАДИМИРСТРОЙСИТИ"")",3301035080,524601001,,3301035080,
№ 2246601988225000177,100291107,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАСНОЯРСКАЯ МЕЖРАЙОННАЯ ПОЛИКЛИНИКА № 5""",318158.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР2017"" (ООО ""ЛИДЕР2017"")",2463108485,246301001,,2463108485,
№ 2461100207026000029,108942871,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУРСКАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ СВЯТОГО ВЕЛИКОМУЧЕНИКА И ЦЕЛИТЕЛЯ ПАНТЕЛЕИМОНА""",240287.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМ-ТМ"" (ООО ""ФАРМ-ТМ"")",4825140197,482501001,,4825140197,
№ 1773301215126000175,108603561,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ ЦЕНТР НЕВРОЛОГИИ И НЕЙРОНАУК""",145138.05,ВЕРТЕЛКИН ОЛЕГ ЮРЬЕВИЧ,5035066409,,,503506640950,
№ 1616511894326000002,107021045,Исполнение завершено,ТЕРРИТОРИАЛЬНЫЙ ОРГАН ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ СТАТИСТИКИ ПО РОСТОВСКОЙ ОБЛАСТИ,272600.0,УФПС РОСТОВСКОЙ ОБЛАСТИЯвляется обособленным подразделением юридического лицаКПП крупнейшегоналогоплательщика:,7724490000,616343001,,7724490000,
№ 1591100036426000063,108379389,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 28 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""",22147.27,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКА ТРИЭР"" (ООО ""ФАБРИКА ТРИЭР"")",5027273607,772001001,,5027273607,
№ 3731900229126000033,108537772,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СУРСКАЯ РАЙОННАЯ БОЛЬНИЦА""",253650.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДПРЕПАРАТЫ"" (ООО ""МЕДПРЕПАРАТЫ"")",6829119256,682901001,,6829119256,
№ 2664601355926000010,107470449,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПОЖАРНО- ТЕХНИЧЕСКОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОТРЯД ПРОТИВОПОЖАРНОЙ СЛУЖБЫ СВЕРДЛОВСКОЙ ОБЛАСТИ № 1""",215600.31,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕЙДУРАЛОЙЛ"" (ООО ""ТРЕЙДУРАЛОЙЛ"")",6685178025,668501001,,6685178025,
№ 2770503923225000239,104932102,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОРОЗОВСКАЯ ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",349221.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛЛАТРИКС"" (ООО ""БЕЛЛАТРИКС"")",7726476258,772601001,,7726476258,
№ 2771825926726000006,107282327,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1598""",166180.3,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"" (АО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"")",7715995942,770701001,,7715995942,
№ 2772424560026000035,108858719,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 214 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",2989200.0,ЯНУКЯН КАРЕН СЕРГЕЕВИЧ,7713785660,,,771378566006,
№ 2770906428626000019,107789065,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""НАУЧНО-ПРАКТИЧЕСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ДИАГНОСТИКИ И ТЕЛЕМЕДИЦИНСКИХ ТЕХНОЛОГИЙ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",54900.0,ГРУЗДЕВА ТАТЬЯНА РУДОЛЬФОВНА,7826099306,,,782609930609,
